dataset,pipeline,ndcg_10,exp_ndcg_10,ndcg_100,map_100,mrr_10,p_10,p_100,strict_10,recall_10,recall_50,recall_100,recall_200,recall_500,recall_1000,completeness_100,completeness_500,completeness_1000,strict_100,strict_1000,oracle_ndcg_10,retrieval_api_p50_ms,retrieval_api_p90_ms,retrieval_api_p99_ms,retrieval_api_mean_ms,batch_throughput_qps,harness_per_query_ms,num_docs,num_queries,index_disk_mb,host_ram_peak_mb,index_build_s,cache_load_s,ndcg_50,strict_50
bright_psychology,V7_DPH_tau075,0.1787,0.1787,0.2311,0.134,0.2237,0.0822,0.018,0.3762,0.2277,0.3536,0.4547,0.5065,0.6352,0.7098,0.3267,0.4455,0.505,0.6634,0.8812,0.782,43.05,50.99,59.87,43.65,24.93,115.64,52835,101,202.29,3326.66,9.87,0.0,0.209,0.5347
bright_biology,V7_BM25_tau055,0.0865,0.0865,0.1429,0.0603,0.1183,0.0359,0.011,0.2621,0.1258,0.2494,0.324,0.4303,0.5612,0.6877,0.1359,0.2816,0.4272,0.5437,0.8544,0.732,75.28,81.51,88.33,76.39,11.67,201.27,57359,103,86.62,3343.96,9.66,0.0,0.125,0.4563
bright_biology,V7_BM25_tau060,0.0865,0.0865,0.143,0.0604,0.1183,0.0359,0.011,0.2621,0.1258,0.2494,0.324,0.4303,0.5645,0.6877,0.1359,0.2816,0.4272,0.5437,0.8544,0.732,74.31,81.16,89.3,74.55,14.04,186.23,57359,103,86.62,3340.81,9.66,0.0,0.1251,0.4563
bright_biology,V7_BM25_tau065,0.087,0.087,0.1428,0.0603,0.1175,0.0369,0.011,0.2621,0.1274,0.2478,0.324,0.4298,0.5645,0.6877,0.1359,0.2718,0.4272,0.5437,0.8544,0.732,65.36,75.06,86.71,64.53,16.47,162.0,57359,103,86.62,3347.77,9.66,0.0,0.1244,0.4563
bright_biology,V7_BM25_tau070,0.0867,0.0867,0.1433,0.0607,0.1186,0.0359,0.011,0.2621,0.1258,0.2478,0.324,0.4314,0.5604,0.6877,0.1359,0.2816,0.4272,0.5437,0.8544,0.732,48.52,60.33,69.23,48.72,22.39,124.31,57359,103,86.62,3345.07,9.66,0.0,0.1247,0.4563
bright_biology,V7_BM25_tau075,0.0866,0.0866,0.1441,0.0607,0.1205,0.0359,0.0111,0.2621,0.125,0.248,0.3265,0.4408,0.5636,0.6945,0.1359,0.2816,0.4369,0.5534,0.8544,0.737,38.39,46.59,56.29,39.39,27.95,105.08,57359,103,86.62,3344.52,9.66,0.0,0.1253,0.466
bright_biology,V7_DPH_tau055,0.2453,0.2453,0.3295,0.2085,0.3535,0.0786,0.0186,0.4854,0.2493,0.4365,0.5307,0.6302,0.7261,0.7809,0.2718,0.5049,0.5825,0.767,0.9029,0.8139,76.39,82.94,91.93,77.07,13.67,191.19,57359,103,86.62,3343.47,9.66,0.0,0.3068,0.6796
bright_biology,V7_DPH_tau060,0.2447,0.2447,0.3305,0.2073,0.354,0.0786,0.0187,0.4854,0.2493,0.4421,0.5404,0.6302,0.7245,0.7795,0.2816,0.5049,0.5825,0.7767,0.9029,0.8129,74.68,81.46,88.55,75.02,13.99,186.48,57359,103,86.62,3346.87,9.66,0.0,0.3078,0.6796
bright_biology,V7_DPH_tau065,0.2448,0.2448,0.3321,0.2086,0.3497,0.0786,0.0189,0.4854,0.2493,0.4397,0.5461,0.635,0.7272,0.7795,0.2816,0.5049,0.5825,0.7767,0.9029,0.8129,65.91,76.96,86.47,65.38,16.31,162.64,57359,103,86.62,3347.12,9.66,0.0,0.3073,0.6796
bright_biology,V7_DPH_tau070,0.2527,0.2527,0.3378,0.2162,0.3624,0.0806,0.0189,0.4854,0.2552,0.4426,0.5437,0.6337,0.7296,0.7838,0.2913,0.5049,0.5922,0.7767,0.9029,0.8159,48.23,59.51,72.11,48.76,22.07,126.33,57359,103,86.62,3343.68,9.66,0.0,0.3141,0.6796
bright_biology,V7_DPH_tau075,0.2546,0.2546,0.3349,0.2148,0.3584,0.0835,0.0187,0.4951,0.2628,0.4446,0.5319,0.6337,0.722,0.7827,0.2718,0.4854,0.5922,0.767,0.9029,0.8145,38.28,46.18,55.0,39.19,27.95,104.53,57359,103,86.62,3343.62,9.66,0.0,0.3135,0.6699
fiqa,V7_BM25_tau055,0.2435,0.2435,0.3087,0.2001,0.3026,0.0676,0.0131,0.4815,0.2999,0.4724,0.5497,0.6136,0.6916,0.7579,0.3642,0.5093,0.5772,0.7346,0.8997,0.795,68.15,71.08,74.31,68.08,14.91,155.99,57638,648,95.24,3419.82,9.87,0.0,0.2919,0.6759
fiqa,V7_BM25_tau060,0.2432,0.2432,0.3089,0.2001,0.3024,0.0676,0.0131,0.4799,0.2987,0.4739,0.5513,0.6136,0.6916,0.7579,0.3657,0.5093,0.5772,0.7361,0.8997,0.795,60.52,66.15,70.2,59.31,17.83,135.91,57638,648,95.24,3449.02,9.87,0.0,0.2922,0.6775
fiqa,V7_BM25_tau065,0.243,0.243,0.3084,0.1993,0.3019,0.0676,0.0131,0.4815,0.3004,0.4754,0.5516,0.6133,0.6941,0.7619,0.3642,0.5123,0.5802,0.7392,0.9028,0.7989,40.68,47.98,53.58,40.56,26.61,97.65,57638,648,95.24,3421.9,9.87,0.0,0.2919,0.679
fiqa,V7_BM25_tau070,0.2429,0.2429,0.3085,0.1997,0.3012,0.0671,0.0131,0.4784,0.2998,0.476,0.5501,0.6148,0.6943,0.7622,0.3627,0.5093,0.5818,0.7392,0.9012,0.7988,29.54,33.17,36.5,29.83,37.35,75.66,57638,648,95.24,3424.48,9.87,0.0,0.2924,0.6806
fiqa,V7_BM25_tau075,0.2416,0.2416,0.3072,0.1991,0.3003,0.0665,0.013,0.4769,0.2971,0.4759,0.5468,0.6158,0.6979,0.7642,0.3565,0.5139,0.5849,0.7377,0.9028,0.8006,27.11,29.71,31.64,27.35,41.43,70.55,57638,648,95.24,3426.8,9.87,0.0,0.2917,0.679
fiqa,V7_DPH_tau055,0.2355,0.2355,0.2977,0.1934,0.2985,0.0636,0.0124,0.4599,0.2871,0.4571,0.5258,0.6028,0.6802,0.7435,0.3488,0.4923,0.5633,0.7176,0.8904,0.7813,68.93,72.13,75.14,68.93,15.26,155.42,57638,648,95.24,3453.15,9.87,0.0,0.2832,0.662
fiqa,V7_DPH_tau060,0.235,0.235,0.297,0.1926,0.2979,0.0636,0.0124,0.4614,0.2875,0.4577,0.5258,0.6028,0.6812,0.7435,0.3488,0.4938,0.5633,0.7176,0.8904,0.7813,61.11,66.93,70.61,60.03,17.58,137.42,57638,648,95.24,3428.44,9.87,0.0,0.2827,0.6636
fiqa,V7_DPH_tau065,0.2353,0.2353,0.2976,0.1928,0.2983,0.0637,0.0125,0.4599,0.2878,0.4581,0.5271,0.6029,0.682,0.7472,0.3488,0.4938,0.5648,0.7207,0.8951,0.7854,41.05,48.74,54.75,40.85,26.47,98.35,57638,648,95.24,3425.17,9.87,0.0,0.283,0.6636
fiqa,V7_DPH_tau070,0.2364,0.2364,0.2982,0.1929,0.2988,0.0644,0.0125,0.4645,0.2915,0.46,0.5295,0.6038,0.6815,0.7503,0.3503,0.4938,0.5694,0.7222,0.8966,0.7881,29.66,33.43,36.37,29.94,37.36,75.74,57638,648,95.24,3423.92,9.87,0.0,0.2836,0.6636
fiqa,V7_DPH_tau075,0.234,0.234,0.2963,0.1907,0.2952,0.064,0.0125,0.463,0.2891,0.4558,0.5305,0.6045,0.6837,0.7516,0.3503,0.4969,0.5725,0.7238,0.8966,0.7891,27.12,29.8,32.72,27.41,41.49,70.47,57638,648,95.24,3451.17,9.87,0.0,0.2808,0.662
bright_sustainable_living,V7_BM25_tau055,0.0901,0.0901,0.1637,0.0656,0.1155,0.0463,0.0148,0.2963,0.1378,0.3036,0.4078,0.488,0.6569,0.7462,0.25,0.463,0.5648,0.6111,0.8796,0.7991,79.24,86.39,96.95,80.37,10.77,213.05,60792,108,204.74,3393.3,9.03,0.0,0.1403,0.4907
bright_sustainable_living,V7_BM25_tau060,0.0903,0.0903,0.1644,0.066,0.1158,0.0463,0.0149,0.2963,0.1378,0.3034,0.4091,0.4884,0.6557,0.7462,0.2593,0.463,0.5648,0.6111,0.8796,0.7991,78.43,86.75,99.33,79.3,13.28,195.56,60792,108,204.74,3394.62,9.03,0.0,0.1405,0.4907
bright_sustainable_living,V7_BM25_tau065,0.0901,0.0901,0.1644,0.0659,0.115,0.0463,0.015,0.2963,0.1378,0.3053,0.4095,0.4884,0.6577,0.7462,0.2593,0.463,0.5648,0.6111,0.8796,0.7991,71.17,81.22,94.19,70.78,14.86,176.98,60792,108,204.74,3393.33,9.03,0.0,0.1408,0.5
bright_sustainable_living,V7_BM25_tau070,0.0916,0.0916,0.1669,0.0677,0.1196,0.0463,0.0151,0.2963,0.1378,0.3041,0.4132,0.5002,0.6553,0.7432,0.2685,0.4537,0.5648,0.6111,0.8796,0.7964,52.73,66.87,81.76,54.18,19.71,139.39,60792,108,204.74,3392.21,9.03,0.0,0.1423,0.5
bright_sustainable_living,V7_BM25_tau075,0.0904,0.0904,0.1688,0.0684,0.1181,0.0463,0.0155,0.2963,0.1341,0.2997,0.4192,0.4993,0.6566,0.744,0.2685,0.4537,0.5648,0.6204,0.8796,0.7964,41.71,51.64,64.74,43.1,25.4,112.28,60792,108,204.74,3393.87,9.03,0.0,0.1423,0.4907
bright_sustainable_living,V7_DPH_tau055,0.1655,0.1655,0.2405,0.1365,0.1974,0.0648,0.0179,0.3981,0.2144,0.3828,0.473,0.5727,0.7128,0.789,0.3148,0.537,0.6111,0.7315,0.9167,0.8463,80.4,87.28,100.73,81.18,12.97,199.83,60792,108,204.74,3394.04,9.03,0.0,0.2169,0.6204
bright_sustainable_living,V7_DPH_tau060,0.1663,0.1663,0.2403,0.1366,0.1985,0.0657,0.0178,0.4074,0.2149,0.3781,0.4719,0.5727,0.7146,0.789,0.3148,0.537,0.6111,0.7315,0.9167,0.8463,80.06,88.49,98.74,80.99,13.16,198.18,60792,108,204.74,3389.11,9.03,0.0,0.2161,0.6111
bright_sustainable_living,V7_DPH_tau065,0.165,0.165,0.2408,0.1368,0.1954,0.0639,0.0179,0.3889,0.2135,0.3781,0.473,0.5713,0.7157,0.789,0.3148,0.5463,0.6111,0.7315,0.9167,0.8463,71.95,83.49,97.34,71.6,14.62,179.63,60792,108,204.74,3387.94,9.03,0.0,0.2161,0.6111
bright_sustainable_living,V7_DPH_tau070,0.165,0.165,0.2426,0.1367,0.194,0.0648,0.0181,0.3981,0.2148,0.3985,0.4841,0.5803,0.7078,0.791,0.3333,0.5185,0.6111,0.7407,0.9167,0.8478,53.75,69.94,83.75,55.27,19.51,139.95,60792,108,204.74,3386.95,9.03,0.0,0.22,0.6389
bright_sustainable_living,V7_DPH_tau075,0.1706,0.1706,0.2434,0.1385,0.1973,0.0657,0.0182,0.4167,0.2317,0.3753,0.4768,0.5797,0.7192,0.7917,0.3333,0.537,0.6111,0.7315,0.9167,0.8478,42.27,53.75,66.79,43.77,25.0,114.64,60792,108,204.74,3393.14,9.03,0.0,0.2183,0.6111
bright_robotics,V7_BM25_tau055,0.1028,0.1028,0.1676,0.0768,0.1253,0.0436,0.015,0.297,0.157,0.3046,0.3857,0.4528,0.5878,0.6952,0.2673,0.396,0.495,0.5842,0.8515,0.7591,81.06,108.19,160.71,87.71,9.99,229.4,61961,101,85.57,3423.55,10.08,0.0,0.1481,0.4851
bright_robotics,V7_BM25_tau060,0.1028,0.1028,0.1679,0.0769,0.125,0.0436,0.0151,0.297,0.157,0.3096,0.3867,0.4528,0.5878,0.6952,0.2673,0.396,0.495,0.5842,0.8515,0.7591,80.94,107.55,157.62,86.87,11.93,213.69,61961,101,85.57,3424.13,10.08,0.0,0.1491,0.495
bright_robotics,V7_BM25_tau065,0.0999,0.0999,0.1675,0.0768,0.1242,0.0426,0.015,0.2871,0.1471,0.3096,0.3858,0.4532,0.5942,0.7002,0.2673,0.396,0.505,0.5743,0.8515,0.7629,75.09,106.29,158.02,81.62,12.75,201.33,61961,101,85.57,3429.94,10.08,0.0,0.149,0.495
bright_robotics,V7_BM25_tau070,0.0995,0.0995,0.1677,0.077,0.1245,0.0416,0.015,0.2871,0.1464,0.3104,0.3858,0.4647,0.5893,0.7089,0.2673,0.396,0.505,0.5743,0.8614,0.7722,60.92,95.87,148.82,67.76,15.46,167.67,61961,101,85.57,3426.02,10.08,0.0,0.1495,0.495
bright_robotics,V7_BM25_tau075,0.0964,0.0964,0.1671,0.0766,0.1237,0.0406,0.0149,0.2772,0.1369,0.3029,0.3848,0.4631,0.5868,0.7064,0.2673,0.3861,0.495,0.5743,0.8614,0.77,45.72,79.59,144.2,53.41,19.82,136.51,61961,101,85.57,3426.69,10.08,0.0,0.1476,0.4851
bright_robotics,V7_DPH_tau055,0.1496,0.1496,0.2285,0.1193,0.1784,0.0604,0.0196,0.3663,0.2066,0.3875,0.4773,0.5638,0.6642,0.7661,0.3168,0.4752,0.5743,0.6535,0.8812,0.8154,82.1,106.55,168.53,88.63,11.75,217.09,61961,101,85.57,3426.64,10.08,0.0,0.2065,0.604
bright_robotics,V7_DPH_tau060,0.1493,0.1493,0.2282,0.1189,0.1784,0.0604,0.0196,0.3663,0.2066,0.3871,0.4773,0.5638,0.6642,0.7661,0.3168,0.4752,0.5743,0.6535,0.8812,0.8154,81.04,108.23,159.28,88.05,11.79,216.03,61961,101,85.57,3428.34,10.08,0.0,0.206,0.5941
bright_robotics,V7_DPH_tau065,0.1499,0.1499,0.2304,0.1206,0.1799,0.0594,0.0198,0.3663,0.2063,0.3846,0.4814,0.5638,0.6631,0.7656,0.3168,0.4752,0.5743,0.6535,0.8812,0.8154,77.28,105.05,158.63,82.81,12.55,202.3,61961,101,85.57,3426.75,10.08,0.0,0.2065,0.5941
bright_robotics,V7_DPH_tau070,0.1453,0.1453,0.2286,0.1191,0.1769,0.0574,0.0198,0.3465,0.1959,0.3843,0.4775,0.5646,0.6685,0.7687,0.3168,0.4851,0.5743,0.6436,0.8812,0.818,61.35,96.11,150.68,68.43,15.3,170.67,61961,101,85.57,3427.79,10.08,0.0,0.2054,0.5941
bright_robotics,V7_DPH_tau075,0.1512,0.1512,0.2318,0.1213,0.1809,0.0604,0.0199,0.3564,0.2069,0.384,0.4866,0.5646,0.6658,0.7681,0.3267,0.4653,0.5743,0.6535,0.8812,0.8168,46.79,78.87,141.78,54.19,19.49,138.35,61961,101,85.57,3425.61,10.08,0.0,0.2071,0.5941
bright_stackoverflow,V7_BM25_tau055,0.1518,0.1518,0.2207,0.1268,0.1767,0.059,0.0177,0.3162,0.1978,0.3599,0.4456,0.527,0.6183,0.6694,0.3248,0.4786,0.5214,0.5897,0.7778,0.7032,100.35,117.37,141.97,102.91,8.53,263.85,107081,117,158.72,3397.96,13.51,0.0,0.2011,0.4872
bright_stackoverflow,V7_BM25_tau060,0.1515,0.1515,0.2205,0.1267,0.176,0.059,0.0177,0.3162,0.1978,0.3599,0.4456,0.526,0.6183,0.6694,0.3248,0.4786,0.5214,0.5897,0.7778,0.7032,98.51,116.96,139.52,101.6,10.27,243.75,107081,117,158.72,3401.59,13.51,0.0,0.2009,0.4872
bright_stackoverflow,V7_BM25_tau065,0.1517,0.1517,0.2202,0.1269,0.1757,0.059,0.0176,0.3162,0.1978,0.3599,0.4439,0.527,0.6183,0.6694,0.3162,0.4786,0.5214,0.5897,0.7778,0.7032,88.82,109.61,134.2,91.43,11.42,221.23,107081,117,158.72,3403.03,13.51,0.0,0.201,0.4872
bright_stackoverflow,V7_BM25_tau070,0.1522,0.1522,0.2209,0.1278,0.1758,0.059,0.0176,0.3248,0.1978,0.3692,0.4439,0.5279,0.6182,0.6694,0.3162,0.4786,0.5214,0.5983,0.7778,0.7032,66.44,90.79,117.38,70.76,14.97,174.56,107081,117,158.72,3402.08,13.51,0.0,0.2034,0.4957
bright_stackoverflow,V7_BM25_tau075,0.1524,0.1524,0.22,0.1286,0.175,0.059,0.0175,0.3248,0.1978,0.3601,0.4396,0.5256,0.6182,0.6665,0.3162,0.4786,0.5214,0.5812,0.7692,0.6992,54.01,72.57,100.8,57.74,18.45,145.2,107081,117,158.72,3402.19,13.51,0.0,0.2017,0.4786
bright_stackoverflow,V7_DPH_tau055,0.1612,0.1612,0.2233,0.1325,0.1864,0.0641,0.0174,0.3333,0.2089,0.3587,0.4319,0.5143,0.6042,0.6558,0.3077,0.4444,0.4957,0.5726,0.7778,0.6915,101.91,119.25,141.76,104.63,9.94,250.85,107081,117,158.72,3402.08,13.51,0.0,0.2061,0.4786
bright_stackoverflow,V7_DPH_tau060,0.1615,0.1615,0.2235,0.1329,0.1864,0.0641,0.0174,0.3333,0.2089,0.3587,0.4319,0.5143,0.6038,0.6558,0.3077,0.4444,0.4957,0.5641,0.7778,0.6915,100.52,118.43,142.58,103.38,10.1,246.04,107081,117,158.72,3402.16,13.51,0.0,0.2063,0.4786
bright_stackoverflow,V7_DPH_tau065,0.164,0.164,0.2244,0.1342,0.1877,0.065,0.0174,0.3333,0.2132,0.3602,0.4313,0.51,0.6039,0.6558,0.3077,0.4444,0.4957,0.5641,0.7778,0.6915,90.35,111.97,137.93,93.34,11.22,225.13,107081,117,158.72,3401.27,13.51,0.0,0.2078,0.4786
bright_stackoverflow,V7_DPH_tau070,0.1634,0.1634,0.2237,0.1339,0.1877,0.0641,0.0173,0.3333,0.2124,0.357,0.427,0.51,0.6044,0.6556,0.3162,0.4444,0.4957,0.5641,0.7778,0.6908,67.83,90.65,120.7,71.52,14.66,176.63,107081,117,158.72,3400.29,13.51,0.0,0.2069,0.4786
bright_stackoverflow,V7_DPH_tau075,0.161,0.161,0.2225,0.1327,0.1872,0.0632,0.0174,0.3333,0.2085,0.3542,0.4271,0.5099,0.6011,0.6556,0.3162,0.4444,0.4957,0.5726,0.7778,0.6908,54.96,73.7,100.17,58.53,18.31,146.61,107081,117,158.72,3399.23,13.51,0.0,0.2053,0.4786
bright_earth_science,V7_BM25_tau055,0.1221,0.1221,0.192,0.0954,0.1541,0.0595,0.0167,0.3276,0.1604,0.3213,0.3957,0.497,0.5965,0.674,0.2241,0.3793,0.4655,0.6293,0.8793,0.7416,85.83,93.67,98.74,86.81,9.87,227.98,121249,116,186.11,3402.66,14.84,0.0,0.1735,0.5862
bright_earth_science,V7_BM25_tau060,0.1227,0.1227,0.1929,0.0959,0.1554,0.0595,0.0168,0.3276,0.1604,0.3213,0.3961,0.497,0.5965,0.6765,0.2241,0.3793,0.4655,0.6293,0.8793,0.7436,82.84,91.38,97.06,83.14,12.6,202.84,121249,116,186.11,3462.96,14.84,0.0,0.1741,0.5862
bright_earth_science,V7_BM25_tau065,0.1225,0.1225,0.1948,0.0963,0.1545,0.0595,0.0171,0.3276,0.1604,0.323,0.4063,0.497,0.5969,0.6786,0.2328,0.3793,0.4655,0.6293,0.8793,0.7458,68.5,81.33,89.47,68.85,15.44,170.54,121249,116,186.11,3407.47,14.84,0.0,0.1748,0.5862
bright_earth_science,V7_BM25_tau070,0.1222,0.1222,0.1958,0.0963,0.1542,0.0595,0.0171,0.3276,0.1604,0.3333,0.4144,0.5004,0.5967,0.6808,0.2414,0.3793,0.4655,0.6466,0.8793,0.7475,48.07,62.25,71.43,49.57,21.69,127.37,121249,116,186.11,3405.27,14.84,0.0,0.1764,0.5862
bright_earth_science,V7_BM25_tau075,0.1251,0.1251,0.1965,0.0971,0.1619,0.0621,0.0172,0.3534,0.1644,0.3368,0.4075,0.5004,0.5994,0.6796,0.2328,0.3879,0.4741,0.6552,0.8793,0.7458,39.21,48.04,53.95,40.29,27.37,105.93,121249,116,186.11,3407.18,14.84,0.0,0.1782,0.5862
bright_earth_science,V7_DPH_tau055,0.3476,0.3476,0.4191,0.2828,0.4686,0.1379,0.0259,0.6466,0.3843,0.5547,0.6146,0.6715,0.7321,0.7746,0.3879,0.5086,0.5776,0.8534,0.931,0.8293,87.43,95.31,103.04,88.37,11.81,213.29,121249,116,186.11,3410.13,14.84,0.0,0.4028,0.819
bright_earth_science,V7_DPH_tau060,0.3484,0.3484,0.4173,0.2809,0.4681,0.1397,0.0259,0.6552,0.3912,0.5543,0.6133,0.6715,0.7325,0.7789,0.3879,0.5086,0.5776,0.8534,0.9397,0.8346,84.64,94.19,98.89,85.46,12.32,207.23,121249,116,186.11,3406.39,14.84,0.0,0.401,0.819
bright_earth_science,V7_DPH_tau065,0.3445,0.3445,0.4194,0.2818,0.467,0.1371,0.0261,0.6466,0.378,0.5524,0.6236,0.6719,0.7336,0.7818,0.3879,0.5086,0.5862,0.8534,0.9397,0.8366,70.66,83.96,88.48,70.41,15.13,173.38,121249,116,186.11,3465.07,14.84,0.0,0.4008,0.819
bright_earth_science,V7_DPH_tau070,0.3481,0.3481,0.4245,0.2888,0.4739,0.1371,0.0261,0.6466,0.3711,0.5568,0.6223,0.6719,0.7333,0.779,0.3879,0.5172,0.5862,0.8534,0.931,0.8331,49.61,64.04,70.39,50.39,21.37,129.07,121249,116,186.11,3408.55,14.84,0.0,0.408,0.8276
bright_earth_science,V7_DPH_tau075,0.3528,0.3528,0.4241,0.2864,0.4786,0.1388,0.0263,0.681,0.3927,0.553,0.6242,0.6721,0.7343,0.7776,0.3879,0.5259,0.5862,0.8534,0.931,0.8319,39.88,48.6,57.22,40.85,26.8,105.94,121249,116,186.11,3405.82,14.84,0.0,0.4056,0.8276
trec_covid,V7_BM25_tau055,0.607,0.5839,0.47,0.083,0.8325,0.648,0.508,0.96,0.0167,0.07,0.1207,0.1946,0.3334,0.4489,0.0,0.0,0.0,1.0,1.0,0.9974,90.63,126.26,130.31,102.24,8.9,283.66,171332,50,298.31,4077.79,24.69,0.0,0.5226,1.0
trec_covid,V7_BM25_tau060,0.6083,0.5852,0.4695,0.083,0.8325,0.65,0.5072,0.96,0.0167,0.07,0.1205,0.1949,0.3337,0.4488,0.0,0.0,0.0,1.0,1.0,0.9974,70.66,79.61,92.96,69.23,15.07,196.32,171332,50,298.31,4089.67,24.69,0.0,0.523,1.0
trec_covid,V7_BM25_tau065,0.6081,0.5848,0.4698,0.0831,0.8325,0.65,0.5078,0.96,0.0167,0.0701,0.1206,0.1952,0.3341,0.4491,0.0,0.0,0.0,1.0,1.0,0.9974,38.88,48.08,68.69,38.75,27.75,114.67,171332,50,298.31,4091.74,24.69,0.0,0.5232,1.0
trec_covid,V7_BM25_tau070,0.6034,0.5801,0.4717,0.0836,0.8433,0.64,0.5096,0.96,0.0165,0.0702,0.1212,0.1953,0.3346,0.4504,0.0,0.0,0.0,1.0,1.0,0.9967,25.63,29.63,41.16,25.77,43.41,81.17,171332,50,298.31,4089.75,24.69,0.0,0.5246,1.0
trec_covid,V7_BM25_tau075,0.6061,0.5832,0.4716,0.0833,0.8462,0.644,0.509,0.96,0.0164,0.0697,0.1207,0.1958,0.3354,0.4506,0.0,0.0,0.0,1.0,1.0,0.9967,22.97,26.21,32.9,23.22,49.16,77.62,171332,50,298.31,4091.79,24.69,0.0,0.5225,1.0
trec_covid,V7_DPH_tau055,0.614,0.5905,0.4585,0.076,0.8306,0.658,0.4892,0.94,0.0165,0.0672,0.1115,0.1794,0.2998,0.4015,0.0,0.0,0.0,1.0,1.0,1.0,89.18,93.67,100.15,88.62,11.72,243.79,171332,50,298.31,4080.21,24.69,0.0,0.5207,1.0
trec_covid,V7_DPH_tau060,0.6139,0.5905,0.459,0.0761,0.8308,0.658,0.4898,0.94,0.0165,0.0672,0.1116,0.1796,0.2999,0.4017,0.0,0.0,0.0,1.0,1.0,1.0,73.05,81.57,95.54,71.02,14.62,198.28,171332,50,298.31,4080.55,24.69,0.0,0.5212,1.0
trec_covid,V7_DPH_tau065,0.6173,0.5939,0.4599,0.0764,0.8312,0.662,0.491,0.94,0.0166,0.0669,0.112,0.18,0.3007,0.4019,0.0,0.0,0.0,1.0,1.0,1.0,40.4,49.26,70.51,39.97,26.92,120.41,171332,50,298.31,4085.0,24.69,0.0,0.5211,1.0
trec_covid,V7_DPH_tau070,0.6222,0.5987,0.4625,0.077,0.845,0.668,0.4938,0.94,0.0168,0.067,0.1128,0.1803,0.3009,0.4027,0.0,0.0,0.0,1.0,1.0,1.0,26.83,30.5,42.43,26.78,41.65,83.9,171332,50,298.31,4085.0,24.69,0.0,0.5218,1.0
trec_covid,V7_DPH_tau075,0.6204,0.5969,0.4631,0.0776,0.85,0.664,0.494,0.94,0.0168,0.0677,0.1132,0.18,0.3015,0.4035,0.0,0.0,0.0,1.0,1.0,1.0,23.72,27.36,34.58,23.91,46.85,76.82,171332,50,298.31,4085.0,24.69,0.0,0.5246,1.0
bright_aops,V7_BM25_tau055,0.0611,0.0611,0.1002,0.0413,0.1248,0.0315,0.0094,0.2072,0.0601,0.1321,0.1854,0.2408,0.3435,0.3719,0.018,0.1081,0.1261,0.4414,0.6667,0.4407,106.24,127.03,142.06,109.34,8.75,266.95,188002,111,177.0,4099.51,20.15,0.0,0.0865,0.3333
bright_aops,V7_BM25_tau060,0.0611,0.0611,0.1003,0.0413,0.1248,0.0315,0.0094,0.2072,0.0601,0.1321,0.1854,0.2408,0.3435,0.3719,0.018,0.1081,0.1261,0.4414,0.6667,0.4407,104.52,125.45,137.94,107.01,9.73,253.85,188002,111,177.0,4100.83,20.15,0.0,0.0865,0.3333
bright_aops,V7_BM25_tau065,0.0608,0.0608,0.1,0.0411,0.1234,0.0315,0.0094,0.2072,0.0601,0.1306,0.1854,0.2408,0.3448,0.3732,0.018,0.1081,0.1261,0.4414,0.6757,0.4431,87.23,111.25,130.23,89.99,11.6,214.05,188002,111,177.0,4101.55,20.15,0.0,0.0858,0.3333
bright_aops,V7_BM25_tau070,0.0616,0.0616,0.1012,0.0414,0.129,0.0315,0.0095,0.2072,0.0601,0.1306,0.1866,0.2419,0.3403,0.3732,0.018,0.0991,0.1261,0.4505,0.6757,0.4431,62.29,85.62,103.93,65.78,15.92,162.12,188002,111,177.0,4106.59,20.15,0.0,0.0866,0.3333
bright_aops,V7_BM25_tau075,0.0605,0.0605,0.1012,0.0413,0.1266,0.0306,0.0095,0.1982,0.0586,0.1334,0.1877,0.243,0.3444,0.3758,0.018,0.1081,0.1261,0.4505,0.6757,0.4454,52.45,73.03,87.99,56.0,19.08,138.73,188002,111,177.0,4109.73,20.15,0.0,0.0871,0.3423
bright_aops,V7_DPH_tau055,0.0518,0.0518,0.0948,0.0361,0.1052,0.0297,0.0095,0.1982,0.0533,0.1416,0.1875,0.227,0.3188,0.3445,0.009,0.0811,0.0991,0.4595,0.6486,0.4137,108.6,129.49,142.39,111.95,9.26,263.77,188002,111,177.0,4108.98,20.15,0.0,0.0828,0.3964
bright_aops,V7_DPH_tau060,0.0532,0.0532,0.0944,0.0359,0.1061,0.0306,0.0095,0.2072,0.0578,0.1403,0.1864,0.2316,0.3175,0.3467,0.009,0.0811,0.0991,0.4595,0.6486,0.4159,106.14,127.81,141.37,109.25,9.5,259.63,188002,111,177.0,4105.66,20.15,0.0,0.0824,0.3964
bright_aops,V7_DPH_tau065,0.0539,0.0539,0.0953,0.0365,0.1085,0.0306,0.0095,0.2072,0.0578,0.1416,0.1875,0.2297,0.3188,0.348,0.009,0.0811,0.0991,0.4595,0.6486,0.4168,89.31,114.73,135.69,92.04,11.33,218.72,188002,111,177.0,4106.86,20.15,0.0,0.0834,0.3964
bright_aops,V7_DPH_tau070,0.0533,0.0533,0.0944,0.0361,0.1059,0.0306,0.0095,0.2072,0.0578,0.1392,0.1864,0.2282,0.3188,0.3445,0.009,0.0811,0.0991,0.4595,0.6486,0.4137,64.03,90.45,108.29,68.33,15.49,166.66,188002,111,177.0,4105.17,20.15,0.0,0.0819,0.3874
